lexicalEntry,canonicalForm,saldEntry,saldText,spanText,nifSpan,syntheticEntry,syntheticText,lexicalSense,definition
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1059098397066584065,"@USER @USER @USER Gistro oće da jebe na Ikei, a ne ide da duže sklapaš krevet nego da jebeš na njemu. Ne ide brt.",jebeš,"http://llod.jerteh.rs/alo/sald/nif#span_1059098397066584065_GroupAnnotators_2_char=87,92",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1059098397066584065,"@USER @USER @USER Gistro oće da jebe na Ikei, a ne ide da duže sklapaš krevet nego da jebeš na njemu. Ne ide brt.",jebe,"http://llod.jerteh.rs/alo/sald/nif#span_1059098397066584065_SingleAnnotator_1_char=32,36",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1059098397066584065,"@USER @USER @USER Gistro oće da jebe na Ikei, a ne ide da duže sklapaš krevet nego da jebeš na njemu. Ne ide brt.",jebeš,"http://llod.jerteh.rs/alo/sald/nif#span_1059098397066584065_SingleAnnotator_2_char=87,92",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1076128110737874944,"Al klošarske hijene od novina koje objavljuju fotke rodbine dok im sopštavaju da je neko njihov poginuo. Govna glupa, jebali vas klikovi..",jebali,"http://llod.jerteh.rs/alo/sald/nif#span_1076128110737874944_GroupAnnotators_3_char=120,126",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1089519907560148993,"Бем ти ову бљузгавицу. Као по говнима да газим, само што не смрди",Bem,"http://llod.jerteh.rs/alo/sald/nif#span_1089519907560148993_SingleAnnotator_1_char=0,3",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1099680057797287936,@USER @USER Malo ga jebu rukavi..,jebu,"http://llod.jerteh.rs/alo/sald/nif#span_1099680057797287936_GroupAnnotators_1_char=20,24",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1100011218159525888,"Dobra vest je da se, nadajmo se, konačno završila ova lejdi gaga bredli kuper prolivčina jebala ih i pesma i film gori su i od filmova o ropstvu i feminizmu zajedno",jebala,"http://llod.jerteh.rs/alo/sald/nif#span_1100011218159525888_GroupAnnotators_2_char=91,97",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1100011218159525888,"Dobra vest je da se, nadajmo se, konačno završila ova lejdi gaga bredli kuper prolivčina jebala ih i pesma i film gori su i od filmova o ropstvu i feminizmu zajedno",jebala,"http://llod.jerteh.rs/alo/sald/nif#span_1100011218159525888_SingleAnnotator_2_char=91,97",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1113030549113921536,"'Bem ti ove telefone, gde god pipneš, nešto se desi!",Bem,"http://llod.jerteh.rs/alo/sald/nif#span_1113030549113921536_GroupAnnotators_1_char=2,5",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1113030549113921536,"'Bem ti ove telefone, gde god pipneš, nešto se desi!",Bem,"http://llod.jerteh.rs/alo/sald/nif#span_1113030549113921536_SingleAnnotator_1_char=2,5",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1150043242827800576,Niko ne jebe tako dobro kao sećanja.,jebe,"http://llod.jerteh.rs/alo/sald/nif#span_1150043242827800576_GroupAnnotators_1_char=8,12",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1150043242827800576,Niko ne jebe tako dobro kao sećanja.,jebe,"http://llod.jerteh.rs/alo/sald/nif#span_1150043242827800576_SingleAnnotator_1_char=8,12",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1211682919242240000,@USER @USER Jebali ti alkos mater.,Jebali,"http://llod.jerteh.rs/alo/sald/nif#span_1211682919242240000_SingleAnnotator_1_char=12,18",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1211788228807839744,"@USER @USER @USER @USER @USER Ponoviću, jebem vam majku svima koji ovde pametujete bez svog imena i fotografije. Vama treba jebati sve po spisku, koju god političku opciju da podržavate",jebem,"http://llod.jerteh.rs/alo/sald/nif#span_1211788228807839744_GroupAnnotators_1_char=41,46",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1211788228807839744,"@USER @USER @USER @USER @USER Ponoviću, jebem vam majku svima koji ovde pametujete bez svog imena i fotografije. Vama treba jebati sve po spisku, koju god političku opciju da podržavate",jebati,"http://llod.jerteh.rs/alo/sald/nif#span_1211788228807839744_SingleAnnotator_2_char=126,132",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1217819777357484032,@USER @USER @USER Jebeš to ti strpljenje kad umreš bar 6 puta dok bi ne prekipi.,Jebeš,"http://llod.jerteh.rs/alo/sald/nif#span_1217819777357484032_GroupAnnotators_1_char=18,23",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1217819777357484032,@USER @USER @USER Jebeš to ti strpljenje kad umreš bar 6 puta dok bi ne prekipi.,Jebeš,"http://llod.jerteh.rs/alo/sald/nif#span_1217819777357484032_SingleAnnotator_1_char=18,23",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1227221971383001090,"Vidim da se ovde navuklo mnogo onih koji bi nekome da jebu mamu “uživo”, ali treba da ih razumete jer oni imaju malu pišu pa nema šta drugo da ih okupira jer je Pornhub njima beznačajan.",jebu,"http://llod.jerteh.rs/alo/sald/nif#span_1227221971383001090_GroupAnnotators_1_char=54,58",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1227655063549677569,"Niotkuda sam se setila babe koja mami govori ""Kakva je to torta s budingom, jebli vas budinzi, stavi bar malo oraha!"" i to je lepota solo šetanja.",jebli,"http://llod.jerteh.rs/alo/sald/nif#span_1227655063549677569_GroupAnnotators_1_char=78,83",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1227655063549677569,"Niotkuda sam se setila babe koja mami govori ""Kakva je to torta s budingom, jebli vas budinzi, stavi bar malo oraha!"" i to je lepota solo šetanja.",jebli,"http://llod.jerteh.rs/alo/sald/nif#span_1227655063549677569_SingleAnnotator_1_char=78,83",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1241765406060220416,"NE JEBE LEP, NEGO ONAJ ŠTO JE VIDEO SA TERASE.",JEBE,"http://llod.jerteh.rs/alo/sald/nif#span_1241765406060220416_GroupAnnotators_1_char=3,7",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1241765406060220416,"NE JEBE LEP, NEGO ONAJ ŠTO JE VIDEO SA TERASE.",JEBE,"http://llod.jerteh.rs/alo/sald/nif#span_1241765406060220416_SingleAnnotator_1_char=3,7",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1243638077278560256,@USER Jebeš život ako nije tako ❤️,Jebeš,"http://llod.jerteh.rs/alo/sald/nif#span_1243638077278560256_GroupAnnotators_1_char=6,11",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1243638077278560256,@USER Jebeš život ako nije tako ❤️,Jebeš,"http://llod.jerteh.rs/alo/sald/nif#span_1243638077278560256_SingleAnnotator_1_char=6,11",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1271353651668439040,"@USER Daću ti ja, samo me pokrivaj da jebem. ❤",jebem,"http://llod.jerteh.rs/alo/sald/nif#span_1271353651668439040_GroupAnnotators_1_char=39,44",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1271353651668439040,"@USER Daću ti ja, samo me pokrivaj da jebem. ❤",jebem,"http://llod.jerteh.rs/alo/sald/nif#span_1271353651668439040_SingleAnnotator_1_char=39,44",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1272667435242528776,"Čanak&amp;Čomić snimaju klipove ko da rade u Kafe Zale, sve ti jebem krvavo",jebem,"http://llod.jerteh.rs/alo/sald/nif#span_1272667435242528776_SingleAnnotator_1_char=68,73",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1280068415424794625,@USER То и јебем ли ти парадајз је строго забрањено док сам ја присутан,jebem,"http://llod.jerteh.rs/alo/sald/nif#span_1280068415424794625_GroupAnnotators_1_char=11,16",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1280068415424794625,@USER То и јебем ли ти парадајз је строго забрањено док сам ја присутан,jebem,"http://llod.jerteh.rs/alo/sald/nif#span_1280068415424794625_SingleAnnotator_1_char=11,16",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1281345458745548800,"kakvo kljuse nevaspitano bahato, jebem li im svima prvi red na sahrani",jebem,"http://llod.jerteh.rs/alo/sald/nif#span_1281345458745548800_GroupAnnotators_3_char=34,39",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1281668197947670530,Jeb'o vas Grigorije.,Jeb'o,"http://llod.jerteh.rs/alo/sald/nif#span_1281668197947670530_GroupAnnotators_1_char=0,5",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1281895012305973249,"@USER @USER Aman bre. Vise tvitova imam gde i kazem da im treba jebati mater, ali u granicama neke razumnosti. Opalis ga par puta, pa i neka padne, ali tu stanes. Ovo jeste idiotizam i jebao bih mater kerovima koji su preterali.",jebao,"http://llod.jerteh.rs/alo/sald/nif#span_1281895012305973249_SingleAnnotator_4_char=191,196",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1284840562760339456,ma jebe mi se šta ti misliš samo mi reci da sam lepa ništa više ne bih dodao,jebe,"http://llod.jerteh.rs/alo/sald/nif#span_1284840562760339456_GroupAnnotators_1_char=3,7",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1289801394963148800,@USER JEBO GA PAPA!,JEBO,"http://llod.jerteh.rs/alo/sald/nif#span_1289801394963148800_SingleAnnotator_1_char=6,10",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1292723429905506304,"@USER znam, ali nije ni podne, majku mu jebem",jebem,"http://llod.jerteh.rs/alo/sald/nif#span_1292723429905506304_GroupAnnotators_1_char=42,47",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1294407026899116032,ma jebe mi se šta ti misliš samo mi reci lila flika,jebe,"http://llod.jerteh.rs/alo/sald/nif#span_1294407026899116032_GroupAnnotators_1_char=3,7",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1295637442909941761,"@USER a, nalozi što su ti nalazili posao?! njih ko jebe, a?!",jebe,"http://llod.jerteh.rs/alo/sald/nif#span_1295637442909941761_GroupAnnotators_1_char=54,58",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1299687967846543361,"@USER @USER @USER @USER Ovo poslednje je, doduše, češka knedla. Jbš ga, nekad sam i to dobro pravila, a onda sam se odala karijeri",Jbš,"http://llod.jerteh.rs/alo/sald/nif#span_1299687967846543361_GroupAnnotators_1_char=67,70",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
http://llod.jerteh.rs/alo/alolex#entry_10167,jebati,http://llod.jerteh.rs/alo/sald#entry_1299687967846543361,"@USER @USER @USER @USER Ovo poslednje je, doduše, češka knedla. Jbš ga, nekad sam i to dobro pravila, a onda sam se odala karijeri",Jbš,"http://llod.jerteh.rs/alo/sald/nif#span_1299687967846543361_SingleAnnotator_1_char=67,70",http://llod.jerteh.rs/alo/synthetic#entry_109,"E, @USER, pa ti si stvarno glup! Treba te jebati i tebe i tu tvoju ideju! 😠",http://llod.jerteh.rs/alo/alolex#sense_10167_1,"o muškarcu, imati snošaj || uništiti"
